hogar_id,tipo_inmueble,metros_cuadrados,antiguedad_vivienda,zona_fria,calidad_aislamiento,fuente_calefaccion,fuente_agua_caliente,consumo_kwh,uso_horario_pico,horas_alto_consumo,cantidad_equipos,categoria
Hogar_0555,Pyme,387,146,No,Muy Baja,Otros,Electricidad,228.5,Si,9,12,Moderado
Hogar_0556,Departamento,1498,10,Si,Media,Solar,Otros,99.8,Si,2,38,Moderado
Hogar_0557,Casa,466,97,No,Muy Alta,Solar,Solar,434.0,No,2,54,Eficiente
Hogar_0558,Casa,118,70,No,Media,Solar,Solar,127.0,Si,23,67,Eficiente
Hogar_0559,Comercio,1670,107,Si,Muy Baja,Otros,Electricidad,437.9,Si,7,53,Ineficiente
Hogar_0560,Departamento,778,57,No,Baja,Electricidad,Solar,732.4,Si,5,90,Ineficiente
Hogar_0561,Comercio,892,33,Si,Alta,Electricidad,Solar,683.7,Si,19,94,Ineficiente
Hogar_0562,Casa,1473,19,No,Baja,Solar,Otros,281.2,No,0,32,Eficiente
Hogar_0563,Casa,167,49,No,Media,Solar,Electricidad,674.1,Si,19,100,Moderado
Hogar_0564,Casa,1340,101,No,Media,Otros,Solar,927.8,Si,23,45,Moderado
Hogar_0565,Departamento,1481,137,No,Baja,Solar,Electricidad,348.2,No,5,51,Moderado
Hogar_0566,Departamento,774,51,No,Alta,Electricidad,Solar,329.8,No,1,37,Eficiente
Hogar_0567,Departamento,1901,14,Si,Alta,Otros,Solar,571.9,Si,18,59,Moderado
Hogar_0568,Departamento,1873,83,No,Media,Otros,Electricidad,246.3,Si,6,54,Moderado
Hogar_0569,Pyme,1738,130,No,Baja,Electricidad,Solar,651.9,Si,10,18,Moderado
Hogar_0570,Casa,678,36,Si,Muy Baja,Otros,Electricidad,832.4,Si,10,1,Ineficiente
Hogar_0571,Departamento,726,125,Si,Media,Electricidad,Otros,459.9,Si,3,21,Moderado
Hogar_0572,Comercio,1023,39,Si,Media,Electricidad,Electricidad,679.8,No,19,28,Ineficiente
Hogar_0573,Departamento,74,71,Si,Baja,Otros,Solar,652.2,Si,15,16,Moderado
Hogar_0574,Departamento,1351,39,No,Muy Baja,Solar,Otros,39.6,No,4,48,Eficiente
Hogar_0575,Pyme,906,55,No,Muy Baja,Electricidad,Electricidad,184.2,Si,23,28,Moderado
Hogar_0576,Pyme,1239,150,No,Muy Alta,Electricidad,Solar,893.6,Si,6,22,Moderado
Hogar_0577,Casa,1185,103,Si,Alta,Solar,Solar,939.0,No,24,83,Moderado
Hogar_0578,Pyme,580,138,Si,Muy Alta,Electricidad,Electricidad,780.7,Si,15,1,Ineficiente
Hogar_0579,Departamento,429,109,Si,Baja,Solar,Solar,921.3,Si,14,95,Moderado
Hogar_0580,Casa,917,135,No,Muy Alta,Solar,Solar,306.8,Si,4,42,Eficiente
Hogar_0581,Departamento,890,92,No,Baja,Electricidad,Otros,248.5,Si,0,98,Moderado
Hogar_0582,Pyme,627,93,No,Media,Solar,Otros,384.9,Si,19,70,Moderado
Hogar_0583,Departamento,1856,55,No,Alta,Otros,Solar,56.3,Si,21,92,Moderado
Hogar_0584,Casa,366,59,No,Baja,Solar,Solar,810.1,Si,21,3,Moderado
Hogar_0585,Departamento,1806,137,No,Media,Electricidad,Otros,984.2,Si,8,95,Ineficiente
Hogar_0586,Casa,1994,38,No,Baja,Electricidad,Solar,824.2,No,20,80,Moderado
Hogar_0587,Casa,729,27,No,Baja,Solar,Electricidad,555.4,Si,4,81,Moderado
Hogar_0588,Casa,343,48,Si,Media,Otros,Electricidad,296.0,Si,21,44,Moderado
Hogar_0589,Casa,643,124,No,Media,Electricidad,Otros,198.5,No,5,27,Eficiente
Hogar_0590,Casa,1412,12,No,Alta,Electricidad,Solar,364.7,No,2,51,Eficiente
Hogar_0591,Casa,1871,35,No,Media,Electricidad,Solar,667.3,Si,5,24,Moderado
Hogar_0592,Departamento,407,100,Si,Media,Solar,Electricidad,447.6,Si,7,20,Moderado
Hogar_0593,Casa,258,25,No,Muy Baja,Electricidad,Otros,934.1,No,5,32,Moderado
Hogar_0594,Casa,1826,85,No,Baja,Otros,Electricidad,854.4,Si,15,99,Ineficiente
Hogar_0595,Pyme,1393,3,Si,Muy Alta,Electricidad,Solar,103.3,No,15,13,Eficiente
Hogar_0596,Departamento,1598,81,No,Muy Baja,Solar,Electricidad,132.4,No,20,43,Moderado
Hogar_0597,Comercio,842,126,Si,Media,Solar,Electricidad,676.6,Si,2,20,Moderado
Hogar_0598,Casa,578,87,Si,Baja,Solar,Solar,231.5,Si,16,2,Eficiente
Hogar_0599,Casa,1578,126,Si,Alta,Electricidad,Otros,791.2,No,20,68,Ineficiente
Hogar_0600,Casa,881,119,Si,Alta,Solar,Electricidad,591.8,Si,5,91,Moderado
Hogar_0601,Casa,1838,21,No,Baja,Electricidad,Electricidad,230.6,Si,5,60,Moderado
Hogar_0602,Casa,844,129,Si,Baja,Electricidad,Electricidad,479.2,Si,21,89,Ineficiente
Hogar_0603,Casa,1620,30,Si,Media,Solar,Electricidad,406.7,No,18,4,Moderado
Hogar_0604,Casa,1984,118,Si,Media,Solar,Electricidad,873.3,Si,19,96,Ineficiente
Hogar_0605,Casa,208,10,Si,Baja,Electricidad,Solar,33.1,No,14,17,Eficiente
Hogar_0606,Departamento,1090,45,Si,Alta,Electricidad,Otros,895.9,No,18,1,Moderado
Hogar_0607,Casa,1600,95,No,Baja,Otros,Electricidad,652.4,Si,1,33,Moderado
Hogar_0608,Departamento,422,9,Si,Alta,Otros,Solar,737.8,No,7,30,Eficiente
Hogar_0609,Departamento,1753,127,No,Media,Electricidad,Electricidad,3.6,Si,6,5,Moderado
Hogar_0610,Comercio,804,98,No,Muy Baja,Solar,Electricidad,628.6,No,7,12,Moderado
Hogar_0611,Casa,1543,111,Si,Media,Electricidad,Electricidad,588.9,Si,12,32,Moderado
Hogar_0612,Comercio,1708,59,No,Media,Solar,Solar,537.7,Si,21,38,Moderado
Hogar_0613,Departamento,932,86,Si,Baja,Otros,Electricidad,786.1,No,14,17,Moderado
Hogar_0614,Casa,1382,144,Si,Media,Electricidad,Electricidad,556.3,Si,11,58,Ineficiente
Hogar_0615,Pyme,152,64,Si,Baja,Solar,Electricidad,857.2,No,14,40,Moderado
Hogar_0616,Pyme,1607,56,Si,Baja,Solar,Electricidad,233.4,No,13,96,Moderado
Hogar_0617,Casa,1606,105,No,Baja,Solar,Electricidad,806.2,Si,6,24,Moderado
Hogar_0618,Casa,26,8,No,Media,Solar,Otros,180.1,Si,16,12,Eficiente
Hogar_0619,Comercio,1217,21,Si,Baja,Otros,Solar,813.3,No,4,95,Moderado
Hogar_0620,Comercio,1669,140,No,Media,Electricidad,Otros,940.5,Si,19,19,Ineficiente
Hogar_0621,Casa,44,88,Si,Media,Electricidad,Electricidad,336.4,No,9,29,Moderado
Hogar_0622,Casa,1381,17,No,Media,Electricidad,Electricidad,530.4,No,18,85,Moderado
Hogar_0623,Departamento,609,114,Si,Alta,Otros,Electricidad,658.7,No,17,90,Moderado
Hogar_0624,Departamento,481,144,Si,Alta,Solar,Electricidad,80.4,No,24,52,Eficiente
Hogar_0625,Departamento,982,142,Si,Media,Solar,Solar,494.6,Si,23,92,Moderado
Hogar_0626,Departamento,1158,105,Si,Media,Electricidad,Electricidad,361.2,No,9,17,Moderado
Hogar_0627,Departamento,1317,14,No,Baja,Otros,Electricidad,872.6,No,1,73,Moderado
Hogar_0628,Comercio,470,62,No,Muy Alta,Otros,Solar,876.8,No,5,21,Eficiente
Hogar_0629,Casa,1289,12,Si,Muy Baja,Solar,Electricidad,701.1,Si,2,60,Ineficiente
Hogar_0630,Casa,1978,80,No,Baja,Electricidad,Otros,656.1,Si,18,98,Ineficiente
Hogar_0631,Comercio,1350,31,No,Alta,Electricidad,Electricidad,734.0,No,4,75,Moderado
Hogar_0632,Pyme,627,136,No,Muy Baja,Solar,Solar,366.6,Si,6,20,Moderado
Hogar_0633,Departamento,128,39,Si,Baja,Solar,Electricidad,405.1,Si,6,53,Moderado
Hogar_0634,Departamento,1013,147,No,Media,Electricidad,Otros,554.2,Si,9,80,Moderado
Hogar_0635,Casa,1299,81,No,Media,Solar,Electricidad,938.1,Si,0,63,Moderado
Hogar_0636,Departamento,1502,76,No,Alta,Electricidad,Solar,724.3,Si,10,57,Moderado
Hogar_0637,Departamento,545,75,Si,Alta,Solar,Electricidad,551.4,Si,22,29,Moderado
Hogar_0638,Casa,1202,37,Si,Baja,Solar,Solar,770.6,Si,6,1,Moderado
Hogar_0639,Casa,884,70,Si,Muy Baja,Electricidad,Electricidad,371.5,No,5,82,Moderado
Hogar_0640,Departamento,199,47,No,Media,Solar,Electricidad,730.7,Si,5,59,Moderado
Hogar_0641,Casa,1392,17,No,Baja,Electricidad,Otros,411.3,Si,12,64,Moderado
Hogar_0642,Casa,1719,143,Si,Media,Electricidad,Otros,280.4,Si,15,86,Moderado
Hogar_0643,Casa,1030,38,No,Baja,Otros,Electricidad,610.1,Si,12,72,Moderado
Hogar_0644,Casa,456,88,No,Media,Electricidad,Otros,687.2,No,1,71,Moderado
Hogar_0645,Casa,752,61,No,Media,Electricidad,Electricidad,459.8,No,18,89,Moderado
Hogar_0646,Pyme,1738,140,No,Media,Electricidad,Otros,565.9,Si,18,94,Ineficiente
Hogar_0647,Departamento,1736,108,No,Media,Electricidad,Solar,694.4,Si,18,98,Ineficiente
Hogar_0648,Comercio,1901,80,Si,Media,Electricidad,Solar,767.9,No,17,44,Ineficiente
Hogar_0649,Comercio,875,133,No,Baja,Electricidad,Otros,895.7,Si,24,48,Ineficiente
Hogar_0650,Departamento,1707,76,Si,Muy Baja,Solar,Otros,355.2,Si,5,75,Moderado
Hogar_0651,Casa,1373,89,Si,Muy Baja,Electricidad,Electricidad,951.5,Si,1,15,Ineficiente
Hogar_0652,Departamento,1015,13,Si,Media,Solar,Solar,637.6,Si,18,35,Moderado
Hogar_0653,Departamento,1722,94,Si,Media,Electricidad,Electricidad,787.9,Si,5,23,Ineficiente
Hogar_0654,Comercio,664,53,Si,Media,Electricidad,Otros,700.1,Si,19,53,Ineficiente
Hogar_0655,Departamento,445,131,Si,Baja,Electricidad,Solar,206.4,Si,22,45,Moderado
Hogar_0656,Casa,619,38,No,Media,Otros,Electricidad,72.4,Si,21,85,Moderado
Hogar_0657,Casa,510,71,Si,Alta,Solar,Solar,726.6,Si,14,92,Moderado
Hogar_0658,Departamento,1708,24,No,Baja,Solar,Solar,511.5,Si,5,13,Eficiente
Hogar_0659,Departamento,1800,76,Si,Baja,Electricidad,Solar,702.5,Si,2,34,Ineficiente
Hogar_0660,Departamento,437,119,No,Muy Baja,Otros,Electricidad,477.4,Si,10,38,Moderado
Hogar_0661,Departamento,961,52,No,Media,Electricidad,Electricidad,312.9,Si,7,70,Moderado
Hogar_0662,Pyme,1133,130,Si,Media,Electricidad,Solar,285.7,No,24,68,Moderado
Hogar_0663,Departamento,1162,149,No,Baja,Solar,Electricidad,730.8,No,21,5,Moderado
Hogar_0664,Casa,1786,95,No,Media,Electricidad,Electricidad,277.5,Si,17,40,Moderado
Hogar_0665,Casa,357,71,No,Baja,Otros,Solar,715.0,Si,16,70,Moderado
Hogar_0666,Casa,1427,61,No,Media,Electricidad,Electricidad,384.6,No,18,21,Moderado
Hogar_0667,Casa,1804,5,No,Media,Otros,Solar,771.1,Si,18,28,Moderado
Hogar_0668,Casa,680,31,No,Alta,Solar,Solar,143.7,Si,23,3,Eficiente
Hogar_0669,Casa,66,98,No,Muy Baja,Solar,Solar,205.8,No,20,23,Eficiente
Hogar_0670,Casa,1984,137,Si,Muy Alta,Electricidad,Electricidad,686.2,No,16,72,Ineficiente
Hogar_0671,Casa,1819,130,No,Alta,Electricidad,Electricidad,560.7,Si,3,19,Moderado
Hogar_0672,Pyme,984,75,Si,Baja,Otros,Electricidad,204.7,Si,6,75,Moderado
Hogar_0673,Casa,1846,58,No,Baja,Electricidad,Otros,902.9,No,4,50,Moderado
Hogar_0674,Departamento,130,30,Si,Media,Solar,Electricidad,276.7,Si,15,74,Moderado
Hogar_0675,Departamento,227,92,No,Alta,Otros,Otros,421.7,No,5,58,Eficiente
Hogar_0676,Pyme,475,68,No,Alta,Electricidad,Solar,203.1,Si,13,92,Moderado
Hogar_0677,Casa,1868,51,Si,Media,Solar,Otros,388.6,Si,19,20,Moderado
Hogar_0678,Departamento,1892,88,Si,Alta,Solar,Electricidad,492.2,Si,1,92,Moderado
Hogar_0679,Pyme,1315,126,No,Muy Baja,Electricidad,Electricidad,296.0,No,24,93,Moderado
Hogar_0680,Pyme,935,30,No,Muy Baja,Electricidad,Otros,769.3,No,17,72,Ineficiente
Hogar_0681,Comercio,235,83,No,Muy Alta,Solar,Electricidad,394.5,Si,17,83,Moderado
Hogar_0682,Casa,588,126,Si,Alta,Electricidad,Electricidad,729.8,No,12,53,Moderado
Hogar_0683,Casa,1167,149,No,Media,Solar,Electricidad,207.9,Si,17,85,Moderado
Hogar_0684,Comercio,738,131,No,Alta,Electricidad,Otros,377.7,No,16,82,Moderado
Hogar_0685,Pyme,1426,12,Si,Muy Alta,Otros,Solar,9.1,No,12,9,Eficiente
Hogar_0686,Departamento,1600,44,Si,Alta,Electricidad,Solar,758.9,Si,11,4,Moderado
Hogar_0687,Departamento,1589,126,No,Alta,Solar,Solar,626.3,Si,2,41,Moderado
Hogar_0688,Casa,796,113,Si,Alta,Solar,Electricidad,818.0,No,21,25,Moderado
Hogar_0689,Comercio,1133,19,Si,Baja,Electricidad,Solar,456.2,No,6,34,Moderado
Hogar_0690,Casa,479,80,No,Alta,Electricidad,Electricidad,799.9,Si,0,73,Ineficiente
Hogar_0691,Casa,692,128,Si,Baja,Solar,Otros,647.9,Si,4,9,Moderado
Hogar_0692,Departamento,654,142,No,Muy Alta,Otros,Electricidad,4.6,No,20,82,Eficiente
Hogar_0693,Departamento,1563,16,Si,Media,Electricidad,Electricidad,254.4,Si,0,75,Moderado
Hogar_0694,Casa,1654,57,No,Media,Electricidad,Solar,494.4,Si,3,13,Moderado
Hogar_0695,Casa,1727,71,No,Media,Electricidad,Electricidad,619.1,Si,0,9,Moderado
Hogar_0696,Departamento,412,108,Si,Muy Baja,Electricidad,Solar,66.5,No,12,80,Moderado
Hogar_0697,Casa,1961,22,No,Baja,Solar,Electricidad,705.4,Si,13,4,Moderado
Hogar_0698,Departamento,1399,71,Si,Muy Alta,Otros,Electricidad,544.0,Si,14,34,Moderado
Hogar_0699,Casa,321,7,No,Muy Alta,Electricidad,Solar,526.3,Si,16,7,Eficiente
Hogar_0700,Departamento,283,58,No,Baja,Otros,Solar,292.8,No,11,15,Eficiente
Hogar_0701,Departamento,1130,110,No,Muy Alta,Electricidad,Electricidad,595.2,No,6,38,Moderado
Hogar_0702,Casa,1986,12,No,Alta,Solar,Solar,28.5,No,22,75,Eficiente
Hogar_0703,Casa,293,15,Si,Media,Electricidad,Electricidad,65.6,Si,18,96,Moderado
Hogar_0704,Casa,444,118,No,Muy Baja,Electricidad,Electricidad,734.1,No,22,91,Ineficiente
Hogar_0705,Casa,260,1,Si,Muy Alta,Solar,Electricidad,322.6,No,2,94,Eficiente
Hogar_0706,Pyme,1882,144,Si,Media,Electricidad,Otros,347.6,No,17,52,Moderado
Hogar_0707,Casa,1360,29,No,Alta,Solar,Solar,209.2,No,3,81,Eficiente
Hogar_0708,Comercio,1862,102,Si,Alta,Solar,Electricidad,446.2,Si,2,100,Moderado
Hogar_0709,Casa,1011,12,No,Alta,Electricidad,Solar,52.9,No,11,83,Eficiente
Hogar_0710,Comercio,1406,95,Si,Media,Otros,Otros,301.1,No,22,7,Moderado
Hogar_0711,Comercio,1262,93,No,Baja,Electricidad,Electricidad,527.6,No,11,45,Moderado
Hogar_0712,Departamento,599,81,Si,Baja,Solar,Otros,466.2,Si,16,59,Moderado
Hogar_0713,Departamento,74,12,Si,Baja,Electricidad,Electricidad,999.7,Si,5,21,Ineficiente
Hogar_0714,Departamento,1176,93,No,Muy Baja,Electricidad,Otros,389.4,No,14,28,Moderado
Hogar_0715,Casa,248,148,No,Media,Electricidad,Solar,387.6,Si,1,3,Moderado
Hogar_0716,Pyme,946,111,No,Media,Solar,Electricidad,504.1,Si,7,14,Moderado
Hogar_0717,Comercio,1328,54,Si,Alta,Solar,Electricidad,191.1,No,13,2,Eficiente
Hogar_0718,Pyme,1457,80,Si,Baja,Electricidad,Otros,876.4,Si,4,29,Ineficiente
Hogar_0719,Casa,1554,115,No,Media,Electricidad,Solar,572.7,Si,2,18,Moderado
Hogar_0720,Comercio,1343,142,No,Muy Baja,Electricidad,Solar,192.9,No,9,37,Moderado
Hogar_0721,Pyme,1845,107,Si,Muy Baja,Solar,Electricidad,793.6,Si,6,45,Ineficiente
Hogar_0722,Casa,302,52,No,Muy Baja,Solar,Electricidad,35.3,Si,10,45,Moderado
Hogar_0723,Casa,1487,127,No,Alta,Electricidad,Electricidad,982.6,Si,14,24,Ineficiente
Hogar_0724,Comercio,1156,56,No,Muy Baja,Electricidad,Electricidad,865.3,Si,1,46,Ineficiente
Hogar_0725,Departamento,1707,51,No,Alta,Solar,Solar,580.1,Si,4,12,Eficiente
Hogar_0726,Comercio,445,136,No,Baja,Electricidad,Otros,112.2,Si,10,53,Moderado
Hogar_0727,Casa,636,110,Si,Alta,Electricidad,Solar,216.1,Si,7,45,Eficiente
Hogar_0728,Comercio,1478,0,Si,Alta,Electricidad,Electricidad,280.2,Si,12,32,Moderado
Hogar_0729,Casa,400,43,No,Muy Alta,Electricidad,Solar,241.8,Si,10,18,Eficiente
Hogar_0730,Casa,98,74,No,Muy Alta,Solar,Otros,498.0,No,16,13,Eficiente
Hogar_0731,Casa,1998,97,No,Muy Alta,Solar,Solar,944.6,Si,14,4,Moderado
Hogar_0732,Comercio,1683,8,Si,Alta,Electricidad,Solar,444.7,No,0,23,Eficiente
Hogar_0733,Comercio,1079,31,No,Media,Solar,Otros,661.9,Si,18,62,Moderado
Hogar_0734,Departamento,1237,14,No,Baja,Electricidad,Solar,688.9,No,15,54,Moderado
Hogar_0735,Departamento,1413,139,Si,Baja,Otros,Electricidad,871.7,No,18,74,Ineficiente
Hogar_0736,Pyme,1915,135,Si,Baja,Solar,Electricidad,34.8,Si,12,55,Moderado
Hogar_0737,Departamento,1849,71,No,Media,Solar,Otros,404.9,Si,22,69,Moderado
Hogar_0738,Comercio,1500,11,No,Media,Electricidad,Solar,785.0,Si,21,40,Ineficiente
Hogar_0739,Departamento,220,64,Si,Alta,Electricidad,Electricidad,815.1,No,22,14,Moderado
Hogar_0740,Departamento,1205,106,No,Muy Alta,Solar,Solar,927.4,Si,3,98,Moderado
Hogar_0741,Departamento,1221,41,No,Media,Solar,Solar,703.1,No,10,28,Eficiente
Hogar_0742,Casa,872,114,No,Media,Electricidad,Otros,245.9,Si,17,72,Moderado
Hogar_0743,Comercio,1090,138,Si,Muy Alta,Otros,Electricidad,506.2,Si,17,80,Ineficiente
Hogar_0744,Departamento,1112,102,No,Baja,Otros,Solar,33.3,Si,9,95,Moderado
Hogar_0745,Casa,48,94,Si,Alta,Solar,Otros,647.3,No,16,71,Moderado
Hogar_0746,Pyme,385,16,No,Baja,Otros,Electricidad,554.7,Si,12,67,Moderado
Hogar_0747,Departamento,1124,84,Si,Media,Electricidad,Electricidad,667.2,No,24,29,Ineficiente
Hogar_0748,Departamento,585,150,No,Baja,Electricidad,Otros,930.2,Si,13,100,Ineficiente
Hogar_0749,Pyme,697,55,Si,Muy Alta,Electricidad,Solar,687.6,Si,6,61,Moderado
Hogar_0750,Departamento,1874,133,No,Media,Solar,Solar,321.1,No,9,68,Eficiente
Hogar_0751,Casa,1167,85,No,Baja,Electricidad,Solar,199.5,No,2,9,Eficiente
Hogar_0752,Pyme,1661,101,Si,Baja,Otros,Electricidad,854.8,Si,1,17,Ineficiente
Hogar_0753,Departamento,1429,53,No,Media,Electricidad,Otros,195.1,Si,18,49,Moderado
Hogar_0754,Casa,1978,114,Si,Muy Alta,Electricidad,Electricidad,162.4,No,6,63,Eficiente
Hogar_0755,Casa,1969,138,Si,Alta,Otros,Electricidad,207.4,Si,4,84,Moderado
Hogar_0756,Comercio,704,87,No,Media,Electricidad,Electricidad,509.3,No,2,78,Moderado
Hogar_0757,Departamento,1339,48,Si,Baja,Electricidad,Electricidad,125.1,Si,24,46,Moderado
Hogar_0758,Departamento,465,148,No,Media,Solar,Otros,938.2,Si,1,93,Moderado
Hogar_0759,Pyme,1717,114,No,Alta,Electricidad,Solar,966.3,No,22,13,Moderado
Hogar_0760,Comercio,958,62,No,Alta,Electricidad,Otros,973.8,Si,21,100,Ineficiente
Hogar_0761,Casa,32,103,Si,Baja,Electricidad,Electricidad,40.1,No,5,45,Moderado
Hogar_0762,Casa,1245,82,No,Alta,Solar,Solar,946.3,No,13,53,Eficiente
Hogar_0763,Casa,446,102,No,Media,Otros,Solar,997.4,No,6,17,Eficiente
Hogar_0764,Comercio,1617,16,Si,Muy Alta,Otros,Otros,942.5,Si,21,47,Ineficiente
Hogar_0765,Casa,858,5,No,Muy Alta,Electricidad,Solar,671.3,No,1,62,Eficiente
Hogar_0766,Departamento,1242,146,Si,Alta,Electricidad,Electricidad,701.5,No,10,50,Ineficiente
Hogar_0767,Comercio,584,27,No,Alta,Solar,Electricidad,123.1,Si,20,43,Moderado
Hogar_0768,Pyme,1197,37,Si,Baja,Otros,Electricidad,874.4,Si,2,68,Ineficiente
Hogar_0769,Casa,1836,118,No,Alta,Electricidad,Solar,60.6,Si,8,84,Moderado
Hogar_0770,Comercio,1718,36,No,Media,Electricidad,Otros,318.4,No,7,75,Moderado
Hogar_0771,Casa,1251,114,Si,Baja,Solar,Electricidad,991.2,No,10,86,Moderado
Hogar_0772,Comercio,1493,67,Si,Media,Otros,Electricidad,422.9,No,17,72,Moderado
Hogar_0773,Casa,939,42,No,Alta,Electricidad,Electricidad,132.0,No,0,28,Eficiente
Hogar_0774,Departamento,1468,57,No,Baja,Electricidad,Solar,969.3,Si,14,45,Ineficiente
Hogar_0775,Comercio,1476,12,Si,Media,Electricidad,Electricidad,984.2,Si,3,41,Ineficiente
Hogar_0776,Casa,1032,51,Si,Media,Electricidad,Electricidad,187.9,Si,3,94,Moderado
Hogar_0777,Casa,1528,57,No,Muy Baja,Solar,Electricidad,864.9,Si,9,97,Ineficiente
Hogar_0778,Comercio,1524,31,No,Baja,Solar,Solar,391.0,Si,10,97,Moderado
Hogar_0779,Comercio,151,104,No,Alta,Solar,Solar,382.0,No,17,36,Eficiente
Hogar_0780,Departamento,420,82,No,Alta,Electricidad,Solar,263.4,No,22,91,Eficiente
Hogar_0781,Comercio,842,98,Si,Baja,Electricidad,Electricidad,45.7,Si,14,84,Ineficiente
Hogar_0782,Departamento,906,103,No,Alta,Electricidad,Solar,268.7,No,2,33,Eficiente
Hogar_0783,Casa,1855,27,No,Alta,Electricidad,Electricidad,54.7,Si,6,25,Eficiente
Hogar_0784,Casa,601,128,Si,Media,Solar,Electricidad,924.4,Si,6,19,Moderado
Hogar_0785,Casa,350,47,No,Alta,Electricidad,Solar,662.1,No,16,47,Eficiente
Hogar_0786,Pyme,1441,39,No,Muy Alta,Electricidad,Electricidad,886.7,Si,21,85,Ineficiente
Hogar_0787,Departamento,955,96,Si,Media,Electricidad,Solar,717.6,No,19,33,Moderado
Hogar_0788,Departamento,1737,113,No,Baja,Electricidad,Electricidad,132.2,No,23,67,Moderado
Hogar_0789,Departamento,1677,131,Si,Muy Alta,Solar,Electricidad,940.6,No,15,14,Moderado
Hogar_0790,Pyme,1489,136,No,Media,Otros,Otros,900.0,Si,15,79,Ineficiente
Hogar_0791,Casa,1253,110,No,Muy Baja,Electricidad,Solar,348.7,Si,7,33,Moderado
Hogar_0792,Departamento,1535,143,Si,Media,Solar,Solar,112.4,Si,2,42,Eficiente
Hogar_0793,Departamento,858,75,Si,Media,Electricidad,Otros,704.5,No,19,86,Ineficiente
Hogar_0794,Departamento,1080,30,No,Alta,Electricidad,Solar,728.6,No,14,65,Moderado
Hogar_0795,Casa,1437,118,No,Media,Otros,Solar,896.9,Si,0,95,Moderado
Hogar_0796,Pyme,1674,141,No,Baja,Electricidad,Solar,53.6,No,9,47,Moderado
Hogar_0797,Pyme,1926,24,No,Media,Solar,Electricidad,142.6,Si,1,35,Moderado
Hogar_0798,Departamento,1483,33,No,Media,Electricidad,Electricidad,598.7,Si,6,84,Moderado
Hogar_0799,Comercio,862,66,No,Baja,Solar,Solar,619.5,No,13,32,Eficiente
Hogar_0800,Pyme,951,117,No,Media,Solar,Electricidad,34.6,No,15,55,Eficiente
Hogar_0801,Comercio,1425,72,Si,Alta,Otros,Electricidad,397.5,Si,14,54,Moderado
Hogar_0802,Casa,1393,25,No,Muy Baja,Otros,Electricidad,584.6,Si,6,76,Moderado
Hogar_0803,Departamento,468,147,No,Media,Solar,Electricidad,738.2,Si,12,51,Moderado
Hogar_0804,Departamento,1628,103,No,Baja,Electricidad,Electricidad,316.8,Si,24,80,Ineficiente
Hogar_0805,Departamento,100,9,No,Baja,Solar,Electricidad,484.4,No,9,59,Moderado
Hogar_0806,Comercio,582,66,No,Media,Solar,Electricidad,814.2,Si,8,72,Moderado
Hogar_0807,Pyme,1821,4,No,Baja,Electricidad,Electricidad,953.9,Si,8,14,Ineficiente
Hogar_0808,Pyme,1715,26,Si,Alta,Electricidad,Solar,231.1,Si,5,18,Moderado
Hogar_0809,Departamento,1204,112,Si,Baja,Otros,Electricidad,253.8,No,23,55,Moderado
Hogar_0810,Casa,1479,14,No,Alta,Solar,Otros,939.9,No,24,94,Moderado
Hogar_0811,Pyme,388,104,Si,Muy Baja,Electricidad,Otros,396.5,No,11,97,Ineficiente
Hogar_0812,Comercio,473,43,Si,Muy Alta,Otros,Solar,718.6,Si,22,98,Moderado
Hogar_0813,Casa,1283,25,Si,Media,Electricidad,Solar,612.7,No,19,56,Moderado
Hogar_0814,Pyme,1612,94,No,Alta,Electricidad,Electricidad,286.3,Si,19,49,Moderado
Hogar_0815,Pyme,1867,83,No,Baja,Solar,Electricidad,653.9,No,21,98,Moderado
Hogar_0816,Departamento,287,139,No,Media,Electricidad,Otros,655.9,No,13,60,Moderado
Hogar_0817,Departamento,1876,131,No,Baja,Solar,Electricidad,592.9,Si,19,53,Moderado
Hogar_0818,Departamento,150,86,Si,Muy Alta,Electricidad,Otros,100.6,Si,6,71,Moderado
Hogar_0819,Casa,936,111,No,Media,Electricidad,Solar,995.2,Si,7,6,Moderado
Hogar_0820,Casa,270,128,No,Media,Electricidad,Electricidad,401.0,Si,7,70,Moderado
Hogar_0821,Comercio,567,88,No,Alta,Otros,Solar,638.6,Si,7,86,Moderado
Hogar_0822,Casa,1987,65,Si,Media,Electricidad,Solar,885.9,No,1,8,Moderado
Hogar_0823,Casa,510,130,Si,Alta,Electricidad,Electricidad,423.9,Si,13,15,Moderado
Hogar_0824,Departamento,147,121,Si,Media,Electricidad,Electricidad,774.2,No,9,26,Moderado
Hogar_0825,Departamento,150,148,No,Alta,Electricidad,Solar,971.9,No,17,39,Moderado
Hogar_0826,Pyme,1598,83,No,Media,Electricidad,Solar,359.6,No,17,3,Moderado
Hogar_0827,Casa,195,115,No,Media,Electricidad,Electricidad,405.9,Si,17,57,Moderado
Hogar_0828,Casa,149,115,No,Baja,Solar,Electricidad,905.7,Si,15,10,Moderado
Hogar_0829,Comercio,1918,37,No,Alta,Solar,Otros,160.5,Si,19,3,Eficiente
Hogar_0830,Departamento,1084,142,No,Media,Solar,Solar,29.6,Si,4,94,Eficiente
Hogar_0831,Casa,1136,109,Si,Media,Solar,Solar,909.0,No,19,46,Moderado
Hogar_0832,Departamento,671,45,Si,Muy Alta,Electricidad,Otros,821.8,Si,4,22,Moderado
